p3_桃儲_last,p3_停泵日期_last,p3_取樣時間_last,p3_檢驗完成時間_last,p3_靜置H_last,p3_導電度_last,p3_溫度℃_last,p3_密度ｋｇ／ｍ３_last,p4_起泵時間_last,p4_停泵時間_last,p4_start_vol_last,p4_end_vol_last,p4_油溫℃_last,p4_管線壓力Kg/cm2_last,p4_管線溫度℃_last,p4_即時流速(KL/HR)_last,p4_input_管線壓力Kg/cm2_last,p4_input_管線溫度℃_last,p4_EC_end_last,p4_EC_mean_last,p4_EC_median_last,p4_EC_max_last,p4_EC_min_last,p2_起泵時間,p2_停泵時間,p2_油量增加比例,p2_start_vol,p2_end_vol,p2_壓力Kg/cm2,p2_管線溫度℃,p2_即時流速(KL/HR),p2_EC_mean,p2_EC_median,p2_EC_max,p2_EC_min,p3_停泵日期,p3_取樣時間,p3_檢驗完成時間,p3_靜置H,p3_導電度,p3_溫度℃,p3_密度ｋｇ／ｍ３,p4_起泵時間,p4_停泵時間,p4_start_vol,p4_end_vol,p4_油溫℃,p4_管線壓力Kg/cm2,p4_管線溫度℃,p4_即時流速(KL/HR),p4_input_管線壓力Kg/cm2,p4_input_管線溫度℃,p4_EC_end,p4_EC_mean,p4_EC_median,p4_EC_max,p4_EC_min
T-A403,2022-03-17 00:00:00,2022-03-20 03:10:00,2022-03-20 04:10:00,53.0,240.0,22.1,783.3499999999999,2022-03-22 11:52:40,2022-03-22 16:16:00,2693.35,1651.363,21.666666666666668,8.071,25.412500000000005,240.375,3.78,22.05,217.0,217.0,217.0,217.0,217.0,2022-03-23 13:20:00,2022-03-24 09:58:00,4.071078475232556,1620.575,6597.488,1.4541818181818182,22.71477272727273,239.2152272727273,310.6,310.0,314.0,308.0,2022-03-24 00:00:00,2022-03-27 03:00:00,2022-03-27 04:00:00,65.0,221.0,21.7,783.7,2022-03-27 14:44:02,2022-03-28 10:37:00,6605.981,1708.159,21.085,8.3415,24.665,249.8535,3.715,21.87,240.0,243.2,241.6,243.2,240.0
T-A404,2022-03-13 00:00:00,2022-03-15 03:00:00,2022-03-15 03:30:00,34.0,292.0,22.1,783.7,2022-03-17 14:09:03,2022-03-18 09:43:00,6554.887,1823.456,22.15263157894737,8.203473684210525,25.98289473684211,248.56105263157892,3.641052631578946,21.955263157894727,304.0,301.2,301.2,304.0,301.2,2022-03-23 13:20:00,2022-03-24 09:58:00,4.071078475232556,1620.575,6597.488,1.4541818181818182,22.71477272727273,239.2152272727273,301.1,301.0,320.0,290.0,2022-03-26 00:00:00,2022-03-28 04:00:00,2022-03-28 05:00:00,37.0,215.0,21.7,783.7,2022-03-28 20:31:14,2022-03-29 12:01:00,6629.206,2821.447,20.452941176470585,8.15905882352941,24.125,249.29470588235296,3.5423529411764707,21.95735294117648,225.0,225.4,225.0,225.4,225.0
T-A401,2022-03-21 00:00:00,2022-03-24 02:30:00,2022-03-24 03:30:00,72.0,245.0,22.0,783.6500000000001,2022-03-25 18:54:03,2022-03-26 15:04:00,6594.427,1743.897,21.015000000000008,8.14715,24.94125,243.47700000000003,3.742,22.128750000000004,226.0,243.4,243.0,290.0,220.5,2022-03-27 13:54:00,2022-03-28 09:25:00,3.653110611328797,1749.206,6390.043,1.9327272727272728,22.67159090909091,228.5001818181818,300.8,300.4,302.0,293.0,2022-03-28 00:00:00,2022-03-29 12:30:00,2022-03-29 13:00:00,25.0,350.0,20.8,783.7,2022-04-01 16:11:02,2022-04-02 12:33:00,6373.055,1331.945,20.250000000000007,8.24155,23.638750000000005,249.6465,3.6025,21.82125,222.0,237.4,229.7,237.4,222.0
T-A402,2022-03-23 00:00:00,2022-03-26 02:30:00,2022-03-26 03:30:00,72.0,250.0,21.0,783.7,2022-03-26 16:00:03,2022-03-27 12:48:00,6615.904,1546.347,21.055,8.0041,24.77875,245.91600000000005,3.507,21.975,250.0,235.0,235.0,250.0,222.0,2022-03-28 09:26:00,2022-03-28 11:32:00,1.3033257167372958,1580.321,2059.673,3.30975,22.96875,194.07873500071508,296.0,296.0,296.0,296.0,2022-03-29 00:00:00,2022-03-31 02:30:00,2022-03-31 03:30:00,27.0,250.0,22.4,783.8,2022-04-02 15:13:02,2022-04-03 11:33:00,6596.262,1625.443,19.585,8.026,23.076249999999995,246.2985,3.504,21.645000000000003,215.0,220.4,217.0,220.4,215.0
T-A402,2022-03-23 00:00:00,2022-03-26 02:30:00,2022-03-26 03:30:00,72.0,250.0,21.0,783.7,2022-03-26 16:00:03,2022-03-27 12:48:00,6615.904,1546.347,21.055,8.0041,24.77875,245.91600000000005,3.507,21.975,250.0,235.0,235.0,250.0,222.0,2022-03-28 21:34:00,2022-03-29 07:04:00,2.101031086002487,2059.673,4327.437,2.382416666666667,22.574999999999992,220.356,300.0,301.0,301.0,300.0,2022-03-29 00:00:00,2022-03-31 02:30:00,2022-03-31 03:30:00,27.0,250.0,22.4,783.8,2022-04-02 15:13:02,2022-04-03 11:33:00,6596.262,1625.443,19.585,8.026,23.076249999999995,246.2985,3.504,21.645000000000003,215.0,220.4,217.0,220.4,215.0
T-A402,2022-03-23 00:00:00,2022-03-26 02:30:00,2022-03-26 03:30:00,72.0,250.0,21.0,783.7,2022-03-26 16:00:03,2022-03-27 12:48:00,6615.904,1546.347,21.055,8.0041,24.77875,245.91600000000005,3.507,21.975,250.0,235.0,235.0,250.0,222.0,2022-03-29 10:29:00,2022-03-29 12:01:00,1.0820432149656334,4354.51,4711.768,1.52225,23.112500000000004,226.68075,311.0,310.5,311.0,310.5,2022-03-29 00:00:00,2022-03-31 02:30:00,2022-03-31 03:30:00,27.0,250.0,22.4,783.8,2022-04-02 15:13:02,2022-04-03 11:33:00,6596.262,1625.443,19.585,8.026,23.076249999999995,246.2985,3.504,21.645000000000003,215.0,220.4,217.0,220.4,215.0
T-A404,2022-03-26 00:00:00,2022-03-28 04:00:00,2022-03-28 05:00:00,37.0,215.0,21.7,783.7,2022-03-28 20:31:14,2022-03-29 12:01:00,6629.206,2821.447,20.452941176470585,8.15905882352941,24.125,249.29470588235296,3.5423529411764707,21.95735294117648,225.0,225.4,225.0,225.4,225.0,2022-03-30 16:24:00,2022-03-30 21:51:00,1.7610435478036566,1730.558,3047.588,1.328857142857143,23.478571428571428,243.92785714285716,313.0,313.0,313.0,313.0,2022-04-01 00:00:00,2022-04-02 05:00:00,2022-04-03 06:00:00,25.0,250.0,21.3,783.8,2022-04-05 21:14:19,2022-04-06 17:11:00,6631.329,1751.261,19.809523809523803,7.982380952380952,23.725000000000005,240.8485714285714,3.721904761904762,21.750000000000004,256.0,244.4,244.4,256.0,244.4
T-A404,2022-03-26 00:00:00,2022-03-28 04:00:00,2022-03-28 05:00:00,37.0,215.0,21.7,783.7,2022-03-28 20:31:14,2022-03-29 12:01:00,6629.206,2821.447,20.452941176470585,8.15905882352941,24.125,249.29470588235296,3.5423529411764707,21.95735294117648,225.0,225.4,225.0,225.4,225.0,2022-03-31 13:22:00,2022-04-01 04:11:00,2.16403976539643,3064.574,6631.86,1.683294117647059,23.12205882352941,235.97241176470587,302.5,298.8,308.0,298.8,2022-04-01 00:00:00,2022-04-02 05:00:00,2022-04-03 06:00:00,25.0,250.0,21.3,783.8,2022-04-05 21:14:19,2022-04-06 17:11:00,6631.329,1751.261,19.809523809523803,7.982380952380952,23.725000000000005,240.8485714285714,3.721904761904762,21.750000000000004,256.0,244.4,244.4,256.0,244.4
T-A401,2022-03-28 00:00:00,2022-03-29 12:30:00,2022-03-29 13:00:00,25.0,350.0,20.8,783.7,2022-04-01 16:11:02,2022-04-02 12:33:00,6373.055,1331.945,20.250000000000007,8.24155,23.638750000000005,249.6465,3.6025,21.82125,222.0,237.4,229.7,237.4,222.0,2022-04-02 17:55:00,2022-04-03 16:21:00,4.887535055711359,1349.994,6598.143,1.6281600000000005,22.806000000000004,228.49752,320.4,330.0,338.0,320.4,2022-04-03 00:00:00,2022-04-05 01:30:00,2022-04-05 02:30:00,32.0,292.0,21.2,786.3,2022-04-06 21:17:47,2022-04-06 17:11:00,6631.329,1751.261,19.809523809523803,7.982380952380952,23.725000000000005,240.8485714285714,3.721904761904762,21.750000000000004,292.0,285.0,285.0,292.0,285.0
T-A402,2022-03-29 00:00:00,2022-03-31 02:30:00,2022-03-31 03:30:00,27.0,250.0,22.4,783.8,2022-04-02 15:13:02,2022-04-03 11:33:00,6596.262,1625.443,19.585,8.026,23.076249999999995,246.2985,3.504,21.645000000000003,215.0,220.4,217.0,220.4,215.0,2022-04-03 16:23:00,2022-04-04 13:33:00,4.021593521639963,1647.207,6624.397,1.766086956521739,23.26521739130435,237.337,330.3,323.5,330.3,322.0,2022-04-04 00:00:00,2022-04-06 05:00:00,2022-04-06 06:00:00,39.0,268.0,21.7,786.0,2022-04-09 12:10:48,2022-04-09 12:10:48,6631.329,1751.261,19.809523809523803,7.982380952380952,23.725000000000005,240.8485714285714,3.721904761904762,21.750000000000004,286.0,273.4,273.4,286.0,260.0
T-A403,2022-03-30 00:00:00,2022-04-01 03:00:00,2022-04-01 04:00:00,35.0,222.0,22.0,783.7,2022-04-03 14:05:01,2022-04-04 09:54:00,6636.238,1836.617,19.34210526315789,8.02057894736842,23.11315789473684,243.9852631578947,3.561578947368422,21.61184210526316,240.0,245.0,242.0,245.0,240.0,2022-04-04 14:50:00,2022-04-05 10:51:00,3.6067412193289834,1842.456,6645.262,2.276954545454545,23.370454545454542,225.7927272727273,310.0,309.5,310.0,305.0,2022-04-05 00:00:00,2022-04-07 04:00:00,2022-04-07 04:30:00,40.0,254.0,22.1,786.1,2022-04-10 12:39:03,2022-04-11 08:41:00,6648.447,1728.862,22.790000000000003,8.384,26.686249999999998,248.3460000000001,3.7935,22.218749999999996,270.0,272.2,272.2,275.0,270.0
T-A403,2022-03-30 00:00:00,2022-04-01 03:00:00,2022-04-01 04:00:00,35.0,222.0,22.0,783.7,2022-04-03 14:05:01,2022-04-04 09:54:00,6636.238,1836.617,19.34210526315789,8.02057894736842,23.11315789473684,243.9852631578947,3.561578947368422,21.61184210526316,240.0,245.0,242.0,245.0,240.0,2022-04-06 20:09:00,2022-04-07 19:18:00,0.999919962147512,6646.855,6646.323,3.543347826086957,24.043000000000003,166.9466893939393,307.0,307.0,313.0,286.0,2022-04-14 00:00:00,2022-04-16 04:40:00,2022-04-16 05:40:00,47.0,235.0,22.7,786.5,2022-04-16 16:56:03,2022-04-17 13:17:00,6608.104,1621.106,22.33333333333334,8.063285714285714,26.007142857142856,244.7314285714286,3.51952380952381,22.603571428571417,252.0,246.2,249.5,253.0,246.2
T-A401,2022-04-03 00:00:00,2022-04-05 01:30:00,2022-04-05 02:30:00,32.0,292.0,21.2,786.3,2022-04-06 21:17:47,2022-04-06 17:11:00,6631.329,1751.261,19.809523809523803,7.982380952380952,23.725000000000005,240.8485714285714,3.721904761904762,21.750000000000004,292.0,285.0,285.0,292.0,285.0,2022-04-07 19:22:00,2022-04-08 05:52:00,1.0026958051991255,1968.985,1974.293,1.9585,23.15,232.84050000000005,307.0,305.0,307.0,305.0,2022-04-10 00:00:00,2022-04-12 03:30:00,2022-04-12 04:10:00,39.0,260.0,23.1,786.4,2022-04-14 18:13:00,2022-04-15 12:55:00,6494.624,5595.867,23.005555555555556,8.130055555555556,26.71111111111111,246.13,3.6016666666666666,22.695833333333333,290.0,271.6,275.0,290.0,271.6
T-A401,2022-04-03 00:00:00,2022-04-05 01:30:00,2022-04-05 02:30:00,32.0,292.0,21.2,786.3,2022-04-06 21:17:47,2022-04-06 17:11:00,6631.329,1751.261,19.809523809523803,7.982380952380952,23.725000000000005,240.8485714285714,3.721904761904762,21.750000000000004,292.0,285.0,285.0,292.0,285.0,2022-04-08 05:53:00,2022-04-08 17:45:00,2.3837527554702915,1986.503,4735.332,2.159142857142857,23.342857142857135,224.98871428571437,299.0,301.0,303.0,299.0,2022-04-10 00:00:00,2022-04-12 03:30:00,2022-04-12 04:10:00,39.0,260.0,23.1,786.4,2022-04-14 18:13:00,2022-04-15 12:55:00,6494.624,5595.867,23.005555555555556,8.130055555555556,26.71111111111111,246.13,3.6016666666666666,22.695833333333333,290.0,271.6,275.0,290.0,271.6
T-A401,2022-04-03 00:00:00,2022-04-05 01:30:00,2022-04-05 02:30:00,32.0,292.0,21.2,786.3,2022-04-06 21:17:47,2022-04-06 17:11:00,6631.329,1751.261,19.809523809523803,7.982380952380952,23.725000000000005,240.8485714285714,3.721904761904762,21.750000000000004,292.0,285.0,285.0,292.0,285.0,2022-04-10 03:48:00,2022-04-10 11:21:00,1.3785961170613084,4742.233,6537.624,1.9527,23.3825,229.6906,309.7,309.7,309.7,309.7,2022-04-10 00:00:00,2022-04-12 03:30:00,2022-04-12 04:10:00,39.0,260.0,23.1,786.4,2022-04-14 18:13:00,2022-04-15 12:55:00,6494.624,5595.867,23.005555555555556,8.130055555555556,26.71111111111111,246.13,3.6016666666666666,22.695833333333333,290.0,271.6,275.0,290.0,271.6
T-A402,2022-04-04 00:00:00,2022-04-06 05:00:00,2022-04-06 06:00:00,39.0,268.0,21.7,786.0,2022-04-09 12:10:48,2022-04-09 12:10:48,6631.329,1751.261,19.809523809523803,7.982380952380952,23.725000000000005,240.8485714285714,3.721904761904762,21.750000000000004,286.0,273.4,273.4,286.0,260.0,2022-04-10 03:48:00,2022-04-10 11:21:00,1.3785961170613084,4742.233,6537.624,1.9527,23.3825,229.6906,295.0,298.0,301.0,295.0,2022-04-11 00:00:00,2022-04-13 02:30:00,2022-04-13 03:30:00,42.0,285.0,23.3,786.5,2022-04-15 17:00:04,2022-04-16 13:13:00,6611.126,5740.542,22.645,8.188950000000002,26.309999999999995,249.336,3.5335,22.63124999999999,245.0,250.8,250.0,250.8,245.0
T-A403,2022-04-05 00:00:00,2022-04-07 04:00:00,2022-04-07 04:30:00,40.0,254.0,22.1,786.1,2022-04-10 12:39:03,2022-04-11 08:41:00,6648.447,1728.862,22.790000000000003,8.384,26.686249999999998,248.3460000000001,3.7935,22.218749999999996,270.0,272.2,272.2,275.0,270.0,2022-04-12 20:57:00,2022-04-12 23:02:00,1.2567237670598748,1736.824,2182.708,3.543347826086957,24.12,166.9466893939393,296.0,296.0,296.0,296.0,2022-04-14 00:00:00,2022-04-16 04:40:00,2022-04-16 05:40:00,47.0,235.0,22.7,786.5,2022-04-16 16:56:03,2022-04-17 13:17:00,6608.104,1621.106,22.33333333333334,8.063285714285714,26.007142857142856,244.7314285714286,3.51952380952381,22.603571428571417,252.0,246.2,249.5,253.0,246.2
T-A403,2022-04-05 00:00:00,2022-04-07 04:00:00,2022-04-07 04:30:00,40.0,254.0,22.1,786.1,2022-04-10 12:39:03,2022-04-11 08:41:00,6648.447,1728.862,22.790000000000003,8.384,26.686249999999998,248.3460000000001,3.7935,22.218749999999996,270.0,272.2,272.2,275.0,270.0,2022-04-13 01:22:00,2022-04-13 06:56:00,1.609435160360433,2182.708,3512.927,3.305571428571429,23.289285714285715,188.02585714285715,292.0,292.0,292.0,292.0,2022-04-14 00:00:00,2022-04-16 04:40:00,2022-04-16 05:40:00,47.0,235.0,22.7,786.5,2022-04-16 16:56:03,2022-04-17 13:17:00,6608.104,1621.106,22.33333333333334,8.063285714285714,26.007142857142856,244.7314285714286,3.51952380952381,22.603571428571417,252.0,246.2,249.5,253.0,246.2
T-A403,2022-04-05 00:00:00,2022-04-07 04:00:00,2022-04-07 04:30:00,40.0,254.0,22.1,786.1,2022-04-10 12:39:03,2022-04-11 08:41:00,6648.447,1728.862,22.790000000000003,8.384,26.686249999999998,248.3460000000001,3.7935,22.218749999999996,270.0,272.2,272.2,275.0,270.0,2022-04-13 09:37:00,2022-04-13 14:07:00,1.3069365450431714,3512.397,4590.48,3.105714285714286,24.04642857142857,207.64814285714283,315.0,315.0,315.0,315.0,2022-04-14 00:00:00,2022-04-16 04:40:00,2022-04-16 05:40:00,47.0,235.0,22.7,786.5,2022-04-16 16:56:03,2022-04-17 13:17:00,6608.104,1621.106,22.33333333333334,8.063285714285714,26.007142857142856,244.7314285714286,3.51952380952381,22.603571428571417,252.0,246.2,249.5,253.0,246.2
T-A403,2022-04-05 00:00:00,2022-04-07 04:00:00,2022-04-07 04:30:00,40.0,254.0,22.1,786.1,2022-04-10 12:39:03,2022-04-11 08:41:00,6648.447,1728.862,22.790000000000003,8.384,26.686249999999998,248.3460000000001,3.7935,22.218749999999996,270.0,272.2,272.2,275.0,270.0,2022-04-13 21:52:00,2022-04-14 06:21:00,1.4349228213433876,4608.528,6612.882,2.302454545454545,23.7,230.37072727272724,297.0,298.0,298.0,297.0,2022-04-14 00:00:00,2022-04-16 04:40:00,2022-04-16 05:40:00,47.0,235.0,22.7,786.5,2022-04-16 16:56:03,2022-04-17 13:17:00,6608.104,1621.106,22.33333333333334,8.063285714285714,26.007142857142856,244.7314285714286,3.51952380952381,22.603571428571417,252.0,246.2,249.5,253.0,246.2
T-A404,2022-04-08 00:00:00,2022-04-09 06:30:00,2022-04-10 02:00:00,24.0,290.0,22.7,786.4,2022-04-11 19:17:20,2022-04-12 14:38:00,6598.948,1891.936,23.14736842105264,8.102210526315789,26.918421052631576,249.27631578947364,3.488947368421053,22.425,275.0,275.0,275.0,275.0,275.0,2022-04-14 06:23:00,2022-04-14 10:54:00,1.544394904791524,1913.17,2954.69,2.0626666666666664,23.48333333333333,240.5413333333333,300.0,300.0,300.0,300.0,2022-04-15 00:00:00,2022-04-17 02:10:00,2022-04-17 03:10:00,38.0,265.0,22.2,786.7,2022-04-18 20:26:02,2022-04-21 18:48:00,6632.922,1978.994,21.66842105263158,8.076631578947367,25.41578947368421,244.25052631578947,3.601578947368421,22.71315789473684,251.0,257.6,255.0,259.0,249.0
